,PC,Address,Recency,Frequency
58316,0xb6629da3,0xb652cad4,inf,0
58317,0xb6629daf,0xb652cacc,inf,0
58318,0xb6629e04,0xb65278f0,inf,0
58319,0xb6629d60,0xb65260fc,inf,0
58320,0xb6629d8a,0xb652cae6,inf,0
58321,0xb6629da3,0xb652cae4,inf,0
58322,0xb6629daf,0xb652cadc,inf,0
58323,0xb6629e04,0xb65278f4,inf,0
58324,0xb6629d8a,0xb652caf6,inf,0
58325,0xb6629da3,0xb652caf4,inf,0
58326,0xb6629daf,0xb652caec,inf,0
58327,0xb6629dc8,0xb652caf0,1.0,1
58328,0xb6629e04,0xb65278f8,inf,0
58329,0xb6629d8a,0xb652cb06,inf,0
58330,0xb6629da3,0xb652cb04,inf,0
58331,0xb6629daf,0xb652cafc,inf,0
58332,0xb6629e04,0xb65278fc,inf,0
58333,0xb6629d60,0xb6526100,inf,0
58334,0xb6629d8a,0xb652cb16,inf,0
58335,0xb6629da3,0xb652cb14,inf,0
58336,0xb6629daf,0xb652cb0c,inf,0
58337,0xb6629e04,0xb6527900,inf,0
58338,0xb6629d8a,0xb652cb26,inf,0
58339,0xb6629da3,0xb652cb24,inf,0
58340,0xb6629daf,0xb652cb1c,inf,0
58341,0xb6629dc8,0xb652cb20,1.0,1
58342,0xb6629e04,0xb6527904,inf,0
58343,0xb6629d8a,0xb652cb36,inf,0
58344,0xb6629da3,0xb652cb34,inf,0
58345,0xb6629daf,0xb652cb2c,inf,0
58346,0xb6629dc8,0xb652cb30,1.0,1
58347,0xb6629e04,0xb6527908,inf,0
58348,0xb6629d60,0xb6526104,inf,0
58349,0xb6629d8a,0xb652cb46,inf,0
58350,0xb6629da3,0xb652cb44,inf,0
58351,0xb6629daf,0xb652cb3c,inf,0
58352,0xb6629e04,0xb652790c,inf,0
58353,0xb6629d8a,0xb652cb56,inf,0
58354,0xb6629da3,0xb652cb54,inf,0
58355,0xb6629daf,0xb652cb4c,inf,0
58356,0xb6629e04,0xb6527910,inf,0
58357,0xb6629d60,0xb6526108,inf,0
58358,0xb6629d8a,0xb652cb66,inf,0
58359,0xb6629da3,0xb652cb64,inf,0
58360,0xb6629daf,0xb652cb5c,inf,0
58361,0xb6629e04,0xb6527914,inf,0
58362,0xb6629d8a,0xb652cb76,inf,0
58363,0xb6629da3,0xb652cb74,inf,0
58364,0xb6629daf,0xb652cb6c,inf,0
58365,0xb6629e04,0xb6527918,inf,0
58366,0xb6629d60,0xb652610c,inf,0
58367,0xb6629d60,0xb6526110,inf,0
58368,0xb6629d8a,0xb652cb86,inf,0
58369,0xb6629da3,0xb652cb84,inf,0
58370,0xb6629daf,0xb652cb7c,inf,0
58371,0xb6629dc8,0xb652cb80,1.0,1
58372,0xb6629e04,0xb652791c,inf,0
58373,0xb6629d8a,0xb652cb96,inf,0
58374,0xb6629da3,0xb652cb94,inf,0
58375,0xb6629daf,0xb652cb8c,inf,0
58376,0xb6629e04,0xb6527920,inf,0
58377,0xb6629d8a,0xb652cba6,inf,0
58378,0xb6629da3,0xb652cba4,inf,0
58379,0xb6629daf,0xb652cb9c,inf,0
58380,0xb6629e04,0xb6527924,inf,0
58381,0xb6629d60,0xb6526114,inf,0
58382,0xb6629d8a,0xb652cbb6,inf,0
58383,0xb6629da3,0xb652cbb4,inf,0
58384,0xb6629daf,0xb652cbac,inf,0
58385,0xb6629e04,0xb6527928,inf,0
58386,0xb6629d8a,0xb652cbc6,inf,0
58387,0xb6629da3,0xb652cbc4,inf,0
58388,0xb6629daf,0xb652cbbc,inf,0
58389,0xb6629e04,0xb652792c,inf,0
58390,0xb6629d60,0xb6526118,inf,0
58391,0xb6629d8a,0xb652cbd6,inf,0
58392,0xb6629da3,0xb652cbd4,inf,0
58393,0xb6629daf,0xb652cbcc,inf,0
58394,0xb6629e04,0xb6527930,inf,0
58395,0xb6629d8a,0xb652cbe6,inf,0
58396,0xb6629da3,0xb652cbe4,inf,0
58397,0xb6629daf,0xb652cbdc,inf,0
58398,0xb6629dc8,0xb652cbe0,1.0,1
58399,0xb6629e04,0xb6527934,inf,0
58400,0xb6629d8a,0xb652cbf6,inf,0
58401,0xb6629da3,0xb652cbf4,inf,0
58402,0xb6629daf,0xb652cbec,inf,0
58403,0xb6629e04,0xb6527938,inf,0
58404,0xb6629d8a,0xb652cc06,inf,0
58405,0xb6629da3,0xb652cc04,inf,0
58406,0xb6629daf,0xb652cbfc,inf,0
58407,0xb6629e04,0xb652793c,inf,0
58408,0xb6629d60,0xb652611c,inf,0
58409,0xb6629d8a,0xb652cc16,inf,0
58410,0xb6629da3,0xb652cc14,inf,0
58411,0xb6629daf,0xb652cc0c,inf,0
58412,0xb6629dc8,0xb652cc10,1.0,1
58413,0xb6629e04,0xb6527940,inf,0
58414,0xb6629d8a,0xb652cc26,inf,0
58415,0xb6629da3,0xb652cc24,inf,0
58416,0xb6629daf,0xb652cc1c,inf,0
58417,0xb6629e04,0xb6527944,inf,0
58418,0xb6629d60,0xb6526120,inf,0
58419,0xb6629d8a,0xb652cc36,inf,0
58420,0xb6629da3,0xb652cc34,inf,0
58421,0xb6629daf,0xb652cc2c,inf,0
58422,0xb6629e04,0xb6527948,inf,0
58423,0xb6629d8a,0xb652cc46,inf,0
58424,0xb6629da3,0xb652cc44,inf,0
58425,0xb6629daf,0xb652cc3c,inf,0
58426,0xb6629e04,0xb652794c,inf,0
58427,0xb6629d60,0xb6526124,inf,0
58428,0xb6629d8a,0xb652cc56,inf,0
58429,0xb6629da3,0xb652cc54,inf,0
58430,0xb6629daf,0xb652cc4c,inf,0
58431,0xb6629e04,0xb6527950,inf,0
58432,0xb6629d60,0xb6526128,inf,0
58433,0xb6629d8a,0xb652cc66,inf,0
58434,0xb6629da3,0xb652cc64,inf,0
58435,0xb6629daf,0xb652cc5c,inf,0
58436,0xb6629e04,0xb6527954,inf,0
58437,0xb6629d8a,0xb652cc76,inf,0
58438,0xb6629da3,0xb652cc74,inf,0
58439,0xb6629daf,0xb652cc6c,inf,0
58440,0xb6629e04,0xb6527958,inf,0
58441,0xb6629d60,0xb652612c,56844.0,1
58442,0xb6629d8a,0xb652cc86,56864.0,1
58443,0xb6629da3,0xb652cc84,56863.0,2
58444,0xb6629daf,0xb652cc7c,56856.0,2
58445,0xb6629dc8,0xb652cc80,1.0,1
58446,0xb6629e04,0xb652795c,56832.0,1
58447,0xb6629d8a,0xb652cc96,inf,0
58448,0xb6629da3,0xb652cc94,inf,0
58449,0xb6629daf,0xb652cc8c,inf,0
58450,0xb6629e04,0xb6527960,inf,0
58451,0xb6629d8a,0xb652cca6,inf,0
58452,0xb6629da3,0xb652cca4,inf,0
58453,0xb6629daf,0xb652cc9c,inf,0
58454,0xb6629dc8,0xb652cca0,1.0,1
58455,0xb6629e04,0xb6527964,inf,0
58456,0xb6629d60,0xb6526130,inf,0
58457,0xb6629d8a,0xb652ccb6,inf,0
58458,0xb6629da3,0xb652ccb4,inf,0
58459,0xb6629daf,0xb652ccac,inf,0
58460,0xb6629e04,0xb6527968,inf,0
58461,0xb6629d60,0xb6526134,inf,0
58462,0xb6629d8a,0xb652ccc6,inf,0
58463,0xb6629da3,0xb652ccc4,inf,0
58464,0xb6629daf,0xb652ccbc,inf,0
58465,0xb6629e04,0xb652796c,inf,0
58466,0xb6629d8a,0xb652ccd6,inf,0
58467,0xb6629da3,0xb652ccd4,inf,0
58468,0xb6629daf,0xb652cccc,inf,0
58469,0xb6629e04,0xb6527970,inf,0
58470,0xb6629d8a,0xb652cce6,inf,0
58471,0xb6629da3,0xb652cce4,inf,0
58472,0xb6629daf,0xb652ccdc,inf,0
58473,0xb6629e04,0xb6527974,inf,0
58474,0xb6629d60,0xb6526138,inf,0
58475,0xb6629d60,0xb652613c,inf,0
58476,0xb6629d60,0xb6526140,inf,0
58477,0xb6629d8a,0xb652ccf6,inf,0
58478,0xb6629da3,0xb652ccf4,inf,0
58479,0xb6629daf,0xb652ccec,inf,0
58480,0xb6629dc8,0xb652ccf0,1.0,1
58481,0xb6629e04,0xb6527978,inf,0
58482,0xb6629d8a,0xb652cd06,inf,0
58483,0xb6629da3,0xb652cd04,inf,0
58484,0xb6629daf,0xb652ccfc,inf,0
58485,0xb6629e04,0xb652797c,inf,0
58486,0xb6629d8a,0xb652cd16,inf,0
58487,0xb6629da3,0xb652cd14,inf,0
58488,0xb6629daf,0xb652cd0c,inf,0
58489,0xb6629dc8,0xb652cd10,2.0,1
58490,0xb6629e04,0xb6527980,inf,0
58491,0xb6629d8a,0xb652cd26,inf,0
58492,0xb6629da3,0xb652cd24,inf,0
58493,0xb6629daf,0xb652cd1c,inf,0
58494,0xb6629e04,0xb6527984,inf,0
58495,0xb6629d8a,0xb652cd36,inf,0
58496,0xb6629da3,0xb652cd34,inf,0
58497,0xb6629daf,0xb652cd2c,inf,0
58498,0xb6629e04,0xb6527988,inf,0
58499,0xb6629d8a,0xb652cd46,inf,0
58500,0xb6629da3,0xb652cd44,inf,0
58501,0xb6629daf,0xb652cd3c,inf,0
58502,0xb6629dc8,0xb652cd40,1.0,1
58503,0xb6629e04,0xb652798c,inf,0
58504,0xb6629e0d,0xbf888080,1.0,2109
58505,0xb6629e14,0xbf888068,59.0,549
58506,0xb6629e19,0xbf888060,59.0,529
58507,0xb6629d60,0xb6526144,inf,0
58508,0xb6629d75,0xbf888070,59.0,475
58509,0xb6629d7b,0xb6667184,59.0,517
58510,0xb6629d8a,0xb652cd56,inf,0
58511,0xb6629da3,0xb652cd54,inf,0
58512,0xb6629daf,0xb652cd4c,inf,0
58513,0xb6629dc8,0xb652cd50,2.0,1
58514,0xb6629e04,0xb6527990,inf,0
58515,0xb6629d8a,0xb652cd66,inf,0
58516,0xb6629da3,0xb652cd64,inf,0
58517,0xb6629daf,0xb652cd5c,inf,0
58518,0xb6629dc8,0xb652cd60,1.0,1
58519,0xb6629e04,0xb6527994,inf,0
58520,0xb6629d8a,0xb652cd76,inf,0
58521,0xb6629da3,0xb652cd74,inf,0
58522,0xb6629daf,0xb652cd6c,inf,0
58523,0xb6629dc8,0xb652cd70,1.0,1
58524,0xb6629e04,0xb6527998,inf,0
58525,0xb6629d60,0xb6526148,inf,0
58526,0xb6629d8a,0xb652cd86,inf,0
58527,0xb6629da3,0xb652cd84,inf,0
58528,0xb6629daf,0xb652cd7c,inf,0
58529,0xb6629dc8,0xb652cd80,2.0,1
58530,0xb6629e04,0xb652799c,inf,0
58531,0xb6629d8a,0xb652cd96,inf,0
58532,0xb6629da3,0xb652cd94,inf,0
58533,0xb6629daf,0xb652cd8c,inf,0
58534,0xb6629e04,0xb65279a0,inf,0
58535,0xb6629d8a,0xb652cda6,inf,0
58536,0xb6629da3,0xb652cda4,inf,0
58537,0xb6629daf,0xb652cd9c,inf,0
58538,0xb6629e04,0xb65279a4,inf,0
58539,0xb6629d8a,0xb652cdb6,inf,0
58540,0xb6629da3,0xb652cdb4,inf,0
58541,0xb6629daf,0xb652cdac,inf,0
58542,0xb6629e04,0xb65279a8,inf,0
58543,0xb6629d8a,0xb652cdc6,inf,0
58544,0xb6629da3,0xb652cdc4,inf,0
58545,0xb6629daf,0xb652cdbc,inf,0
58546,0xb6629e04,0xb65279ac,inf,0
58547,0xb6629e14,0xbf888068,27.0,547
58548,0xb6629e19,0xbf888060,27.0,527
58549,0xb6629d60,0xb652614c,inf,0
58550,0xb6629d75,0xbf888070,27.0,473
58551,0xb6629d7b,0xb6667184,27.0,515
58552,0xb6629d8a,0xb652cdd6,inf,0
58553,0xb6629da3,0xb652cdd4,inf,0
58554,0xb6629daf,0xb652cdcc,inf,0
58555,0xb6629dc8,0xb652cdd0,2.0,1
58556,0xb6629e04,0xb65279b0,inf,0
58557,0xb6629d60,0xb6526150,inf,0
58558,0xb6629d8a,0xb652cde6,inf,0
58559,0xb6629da3,0xb652cde4,inf,0
58560,0xb6629daf,0xb652cddc,inf,0
58561,0xb6629e04,0xb65279b4,inf,0
58562,0xb6629d8a,0xb652cdf6,inf,0
58563,0xb6629da3,0xb652cdf4,inf,0
58564,0xb6629daf,0xb652cdec,inf,0
58565,0xb6629dc8,0xb652cdf0,2.0,1
58566,0xb6629e04,0xb65279b8,inf,0
58567,0xb6629d60,0xb6526154,inf,0
58568,0xb6629d8a,0xb652ce06,inf,0
58569,0xb6629da3,0xb652ce04,inf,0
58570,0xb6629daf,0xb652cdfc,inf,0
58571,0xb6629dc8,0xb652ce00,2.0,1
58572,0xb6629e04,0xb65279bc,inf,0
58573,0xb6629d8a,0xb652ce16,inf,0
58574,0xb6629da3,0xb652ce14,inf,0
58575,0xb6629daf,0xb652ce0c,inf,0
58576,0xb6629e04,0xb65279c0,inf,0
58577,0xb6629d60,0xb6526158,inf,0
58578,0xb6629d8a,0xb652ce26,inf,0
58579,0xb6629da3,0xb652ce24,inf,0
58580,0xb6629daf,0xb652ce1c,inf,0
58581,0xb6629e04,0xb65279c4,inf,0
58582,0xb6629d8a,0xb652ce36,inf,0
58583,0xb6629da3,0xb652ce34,inf,0
58584,0xb6629daf,0xb652ce2c,inf,0
58585,0xb6629e04,0xb65279c8,inf,0
58586,0xb6629d8a,0xb652ce46,inf,0
58587,0xb6629da3,0xb652ce44,inf,0
58588,0xb6629daf,0xb652ce3c,inf,0
58589,0xb6629dc8,0xb652ce40,1.0,1
58590,0xb6629e04,0xb65279cc,inf,0
58591,0xb6629d60,0xb652615c,inf,0
58592,0xb6629d8a,0xb652ce56,inf,0
58593,0xb6629da3,0xb652ce54,inf,0
58594,0xb6629daf,0xb652ce4c,inf,0
58595,0xb6629e04,0xb65279d0,inf,0
58596,0xb6629d8a,0xb652ce66,inf,0
58597,0xb6629da3,0xb652ce64,inf,0
58598,0xb6629daf,0xb652ce5c,inf,0
58599,0xb6629dc8,0xb652ce60,1.0,1
58600,0xb6629e04,0xb65279d4,inf,0
58601,0xb6629d8a,0xb652ce76,inf,0
58602,0xb6629da3,0xb652ce74,inf,0
58603,0xb6629daf,0xb652ce6c,inf,0
58604,0xb6629e04,0xb65279d8,inf,0
58605,0xb6629d60,0xb6526160,inf,0
58606,0xb6629d8a,0xb652ce86,inf,0
58607,0xb6629da3,0xb652ce84,inf,0
58608,0xb6629daf,0xb652ce7c,inf,0
58609,0xb6629e04,0xb65279dc,inf,0
58610,0xb6629d8a,0xb652ce96,inf,0
58611,0xb6629da3,0xb652ce94,inf,0
58612,0xb6629daf,0xb652ce8c,inf,0
58613,0xb6629dc8,0xb652ce90,1.0,1
58614,0xb6629e04,0xb65279e0,inf,0
58615,0xb6629d8a,0xb652cea6,inf,0
58616,0xb6629da3,0xb652cea4,inf,0
58617,0xb6629daf,0xb652ce9c,inf,0
58618,0xb6629e04,0xb65279e4,inf,0
58619,0xb6629d8a,0xb652ceb6,inf,0
58620,0xb6629da3,0xb652ceb4,inf,0
58621,0xb6629daf,0xb652ceac,inf,0
58622,0xb6629e04,0xb65279e8,inf,0
58623,0xb6629d8a,0xb652cec6,inf,0
58624,0xb6629da3,0xb652cec4,inf,0
58625,0xb6629daf,0xb652cebc,inf,0
58626,0xb6629dc8,0xb652cec0,1.0,1
58627,0xb6629e04,0xb65279ec,inf,0
58628,0xb6629e14,0xbf888068,26.0,541
58629,0xb6629e19,0xbf888060,26.0,521
58630,0xb6629d60,0xb6526164,inf,0
58631,0xb6629d75,0xbf888070,26.0,467
58632,0xb6629d7b,0xb6667184,26.0,509
58633,0xb6629d8a,0xb652ced6,inf,0
58634,0xb6629da3,0xb652ced4,inf,0
58635,0xb6629daf,0xb652cecc,inf,0
58636,0xb6629dc8,0xb652ced0,1.0,1
58637,0xb6629e04,0xb65279f0,inf,0
58638,0xb6629d60,0xb6526168,inf,0
58639,0xb6629d8a,0xb652cee6,inf,0
58640,0xb6629da3,0xb652cee4,inf,0
58641,0xb6629daf,0xb652cedc,inf,0
58642,0xb6629e04,0xb65279f4,inf,0
58643,0xb6629d8a,0xb652cef6,inf,0
58644,0xb6629da3,0xb652cef4,inf,0
58645,0xb6629daf,0xb652ceec,inf,0
58646,0xb6629e04,0xb65279f8,inf,0
58647,0xb6629d60,0xb652616c,inf,0
58648,0xb6629d8a,0xb652cf06,inf,0
58649,0xb6629da3,0xb652cf04,inf,0
58650,0xb6629daf,0xb652cefc,inf,0
58651,0xb6629e04,0xb65279fc,inf,0
58652,0xb6629d8a,0xb652cf16,inf,0
58653,0xb6629da3,0xb652cf14,inf,0
58654,0xb6629daf,0xb652cf0c,inf,0
58655,0xb6629dc8,0xb652cf10,1.0,1
58656,0xb6629e04,0xb6527a00,inf,0
58657,0xb6629d8a,0xb652cf26,inf,0
58658,0xb6629da3,0xb652cf24,inf,0
58659,0xb6629daf,0xb652cf1c,inf,0
58660,0xb6629e04,0xb6527a04,inf,0
58661,0xb6629d8a,0xb652cf36,inf,0
58662,0xb6629da3,0xb652cf34,inf,0
58663,0xb6629daf,0xb652cf2c,inf,0
58664,0xb6629e04,0xb6527a08,inf,0
58665,0xb6629d8a,0xb652cf46,inf,0
58666,0xb6629da3,0xb652cf44,inf,0
58667,0xb6629daf,0xb652cf3c,inf,0
58668,0xb6629e04,0xb6527a0c,inf,0
58669,0xb6629e14,0xbf888068,20.0,538
58670,0xb6629e19,0xbf888060,20.0,518
58671,0xb6629d60,0xb6526170,inf,0
58672,0xb6629d75,0xbf888070,20.0,464
58673,0xb6629d7b,0xb6667184,20.0,506
58674,0xb6629d8a,0xb652cf56,inf,0
58675,0xb6629da3,0xb652cf54,inf,0
58676,0xb6629daf,0xb652cf4c,inf,0
58677,0xb6629e04,0xb6527a10,inf,0
58678,0xb6629d60,0xb6526174,inf,0
58679,0xb6629d8a,0xb652cf66,inf,0
58680,0xb6629da3,0xb652cf64,inf,0
58681,0xb6629daf,0xb652cf5c,inf,0
58682,0xb6629e04,0xb6527a14,inf,0
58683,0xb6629d8a,0xb652cf76,inf,0
58684,0xb6629da3,0xb652cf74,inf,0
58685,0xb6629daf,0xb652cf6c,inf,0
58686,0xb6629e04,0xb6527a18,inf,0
58687,0xb6629d60,0xb6526178,inf,0
58688,0xb6629d8a,0xb652cf86,inf,0
58689,0xb6629da3,0xb652cf84,inf,0
58690,0xb6629daf,0xb652cf7c,inf,0
58691,0xb6629dc8,0xb652cf80,1.0,1
58692,0xb6629e04,0xb6527a1c,inf,0
58693,0xb6629d8a,0xb652cf96,inf,0
58694,0xb6629da3,0xb652cf94,inf,0
58695,0xb6629daf,0xb652cf8c,inf,0
58696,0xb6629e04,0xb6527a20,inf,0
58697,0xb6629d8a,0xb652cfa6,inf,0
58698,0xb6629da3,0xb652cfa4,inf,0
58699,0xb6629daf,0xb652cf9c,inf,0
58700,0xb6629e04,0xb6527a24,inf,0
58701,0xb6629d8a,0xb652cfb6,inf,0
58702,0xb6629da3,0xb652cfb4,inf,0
58703,0xb6629daf,0xb652cfac,inf,0
58704,0xb6629e04,0xb6527a28,inf,0
58705,0xb6629d8a,0xb652cfc6,inf,0
58706,0xb6629da3,0xb652cfc4,inf,0
58707,0xb6629daf,0xb652cfbc,inf,0
58708,0xb6629e04,0xb6527a2c,inf,0
58709,0xb6629e14,0xbf888068,7.0,535
58710,0xb6629e19,0xbf888060,7.0,515
58711,0xb6629d60,0xb652617c,inf,0
58712,0xb6629d60,0xb6526180,inf,0
58713,0xb6629d75,0xbf888070,30.0,461
58714,0xb6629d7b,0xb6667184,30.0,503
58715,0xb6629d8a,0xb652cfd6,inf,0
58716,0xb6629da3,0xb652cfd4,inf,0
58717,0xb6629daf,0xb652cfcc,inf,0
58718,0xb6629e04,0xb6527a30,inf,0
58719,0xb6629d8a,0xb652cfe6,inf,0
58720,0xb6629da3,0xb652cfe4,inf,0
58721,0xb6629daf,0xb652cfdc,inf,0
58722,0xb6629e04,0xb6527a34,inf,0
58723,0xb6629d60,0xb6526184,inf,0
58724,0xb6629d8a,0xb652cff6,inf,0
58725,0xb6629da3,0xb652cff4,inf,0
58726,0xb6629daf,0xb652cfec,inf,0
58727,0xb6629e04,0xb6527a38,inf,0
58728,0xb6629d8a,0xb652d006,inf,0
58729,0xb6629da3,0xb652d004,inf,0
58730,0xb6629daf,0xb652cffc,inf,0
58731,0xb6629dc8,0xb652d000,1.0,1
58732,0xb6629e04,0xb6527a3c,inf,0
58733,0xb6629d8a,0xb652d016,inf,0
58734,0xb6629da3,0xb652d014,inf,0
58735,0xb6629daf,0xb652d00c,inf,0
58736,0xb6629dc8,0xb652d010,1.0,1
58737,0xb6629e04,0xb6527a40,inf,0
58738,0xb6629d8a,0xb652d026,inf,0
58739,0xb6629da3,0xb652d024,inf,0
58740,0xb6629daf,0xb652d01c,inf,0
58741,0xb6629e04,0xb6527a44,inf,0
58742,0xb6629d60,0xb6526188,inf,0
58743,0xb6629d8a,0xb652d036,inf,0
58744,0xb6629da3,0xb652d034,inf,0
58745,0xb6629daf,0xb652d02c,inf,0
58746,0xb6629e04,0xb6527a48,inf,0
58747,0xb6629d60,0xb652618c,inf,0
58748,0xb6629d8a,0xb652d046,inf,0
58749,0xb6629da3,0xb652d044,inf,0
58750,0xb6629daf,0xb652d03c,inf,0
58751,0xb6629dc8,0xb652d040,1.0,1
58752,0xb6629e04,0xb6527a4c,inf,0
58753,0xb6629d60,0xb6526190,inf,0
58754,0xb6629d8a,0xb652d056,inf,0
58755,0xb6629da3,0xb652d054,inf,0
58756,0xb6629daf,0xb652d04c,inf,0
58757,0xb6629e04,0xb6527a50,inf,0
58758,0xb6629d8a,0xb652d066,inf,0
58759,0xb6629da3,0xb652d064,inf,0
58760,0xb6629daf,0xb652d05c,inf,0
58761,0xb6629e04,0xb6527a54,inf,0
58762,0xb6629d60,0xb6526194,inf,0
58763,0xb6629d8a,0xb652d076,inf,0
58764,0xb6629da3,0xb652d074,inf,0
58765,0xb6629daf,0xb652d06c,inf,0
58766,0xb6629e04,0xb6527a58,inf,0
58767,0xb6629d8a,0xb652d086,inf,0
58768,0xb6629da3,0xb652d084,inf,0
58769,0xb6629daf,0xb652d07c,inf,0
58770,0xb6629e04,0xb6527a5c,inf,0
58771,0xb6629d8a,0xb652d096,inf,0
58772,0xb6629da3,0xb652d094,inf,0
58773,0xb6629daf,0xb652d08c,inf,0
58774,0xb6629dc8,0xb652d090,1.0,1
58775,0xb6629e04,0xb6527a60,inf,0
58776,0xb6629d60,0xb6526198,inf,0
58777,0xb6629d8a,0xb652d0a6,inf,0
58778,0xb6629da3,0xb652d0a4,inf,0
58779,0xb6629daf,0xb652d09c,inf,0
58780,0xb6629e04,0xb6527a64,inf,0
58781,0xb6629d60,0xb652619c,inf,0
58782,0xb6629d8a,0xb652d0b6,inf,0
58783,0xb6629da3,0xb652d0b4,inf,0
58784,0xb6629daf,0xb652d0ac,inf,0
58785,0xb6629dc8,0xb652d0b0,1.0,1
58786,0xb6629e04,0xb6527a68,inf,0
58787,0xb6629d8a,0xb652d0c6,inf,0
58788,0xb6629da3,0xb652d0c4,inf,0
58789,0xb6629daf,0xb652d0bc,inf,0
58790,0xb6629e04,0xb6527a6c,inf,0
58791,0xb6629d60,0xb65261a0,inf,0
58792,0xb6629d8a,0xb652d0d6,inf,0
58793,0xb6629da3,0xb652d0d4,inf,0
58794,0xb6629daf,0xb652d0cc,inf,0
58795,0xb6629e04,0xb6527a70,inf,0
58796,0xb6629d60,0xb65261a4,inf,0
58797,0xb6629d8a,0xb652d0e6,inf,0
58798,0xb6629da3,0xb652d0e4,inf,0
58799,0xb6629daf,0xb652d0dc,inf,0
58800,0xb6629e04,0xb6527a74,inf,0
58801,0xb6629d8a,0xb652d0f6,inf,0
58802,0xb6629da3,0xb652d0f4,inf,0
58803,0xb6629daf,0xb652d0ec,inf,0
58804,0xb6629e04,0xb6527a78,inf,0
58805,0xb6629d60,0xb65261a8,inf,0
58806,0xb6629d8a,0xb652d106,inf,0
58807,0xb6629da3,0xb652d104,inf,0
58808,0xb6629daf,0xb652d0fc,inf,0
58809,0xb6629dc8,0xb652d100,1.0,1
58810,0xb6629e04,0xb6527a7c,inf,0
58811,0xb6629d8a,0xb652d116,inf,0
58812,0xb6629da3,0xb652d114,inf,0
58813,0xb6629daf,0xb652d10c,inf,0
58814,0xb6629e04,0xb6527a80,inf,0
58815,0xb6629d8a,0xb652d126,inf,0
58816,0xb6629da3,0xb652d124,inf,0
58817,0xb6629daf,0xb652d11c,inf,0
58818,0xb6629e04,0xb6527a84,inf,0
58819,0xb6629d8a,0xb652d136,inf,0
58820,0xb6629da3,0xb652d134,inf,0
58821,0xb6629daf,0xb652d12c,inf,0
58822,0xb6629e04,0xb6527a88,inf,0
58823,0xb6629d60,0xb65261ac,inf,0
58824,0xb6629d8a,0xb652d146,inf,0
58825,0xb6629da3,0xb652d144,inf,0
58826,0xb6629daf,0xb652d13c,inf,0
58827,0xb6629dc8,0xb652d140,1.0,1
58828,0xb6629e04,0xb6527a8c,inf,0
58829,0xb6629d8a,0xb652d156,inf,0
58830,0xb6629da3,0xb652d154,inf,0
58831,0xb6629daf,0xb652d14c,inf,0
58832,0xb6629e04,0xb6527a90,inf,0
58833,0xb6629d60,0xb65261b0,inf,0
58834,0xb6629d8a,0xb652d166,inf,0
58835,0xb6629da3,0xb652d164,inf,0
58836,0xb6629daf,0xb652d15c,inf,0
58837,0xb6629e04,0xb6527a94,inf,0
58838,0xb6629d60,0xb65261b4,inf,0
58839,0xb6629d8a,0xb652d176,inf,0
58840,0xb6629da3,0xb652d174,inf,0
58841,0xb6629daf,0xb652d16c,inf,0
58842,0xb6629e04,0xb6527a98,inf,0
58843,0xb6629d60,0xb65261b8,inf,0
58844,0xb6629d8a,0xb652d186,inf,0
58845,0xb6629da3,0xb652d184,inf,0
58846,0xb6629daf,0xb652d17c,inf,0
58847,0xb6629dc8,0xb652d180,1.0,1
58848,0xb6629e04,0xb6527a9c,inf,0
58849,0xb6629d8a,0xb652d196,inf,0
58850,0xb6629da3,0xb652d194,inf,0
58851,0xb6629daf,0xb652d18c,inf,0
58852,0xb6629e04,0xb6527aa0,inf,0
58853,0xb6629d60,0xb65261bc,inf,0
58854,0xb6629d8a,0xb652d1a6,inf,0
58855,0xb6629da3,0xb652d1a4,inf,0
58856,0xb6629daf,0xb652d19c,inf,0
58857,0xb6629e04,0xb6527aa4,inf,0
58858,0xb6629d60,0xb65261c0,inf,0
58859,0xb6629d8a,0xb652d1b6,inf,0
58860,0xb6629da3,0xb652d1b4,inf,0
58861,0xb6629daf,0xb652d1ac,inf,0
58862,0xb6629dc8,0xb652d1b0,1.0,1
58863,0xb6629e04,0xb6527aa8,inf,0
58864,0xb6629d60,0xb65261c4,inf,0
58865,0xb6629d8a,0xb652d1c6,inf,0
58866,0xb6629da3,0xb652d1c4,inf,0
58867,0xb6629daf,0xb652d1bc,inf,0
58868,0xb6629e04,0xb6527aac,inf,0
58869,0xb6629d8a,0xb652d1d6,inf,0
58870,0xb6629da3,0xb652d1d4,inf,0
58871,0xb6629daf,0xb652d1cc,inf,0
58872,0xb6629e04,0xb6527ab0,inf,0
58873,0xb6629d8a,0xb652d1e6,inf,0
58874,0xb6629da3,0xb652d1e4,inf,0
58875,0xb6629daf,0xb652d1dc,inf,0
58876,0xb6629e04,0xb6527ab4,inf,0
58877,0xb6629d60,0xb65261c8,inf,0
58878,0xb6629d60,0xb65261cc,inf,0
58879,0xb6629d8a,0xb652d1f6,inf,0
58880,0xb6629da3,0xb652d1f4,inf,0
58881,0xb6629daf,0xb652d1ec,inf,0
58882,0xb6629e04,0xb6527ab8,inf,0
58883,0xb6629d60,0xb65261d0,inf,0
58884,0xb6629d8a,0xb652d206,inf,0
58885,0xb6629da3,0xb652d204,inf,0
58886,0xb6629daf,0xb652d1fc,inf,0
58887,0xb6629e04,0xb6527abc,inf,0
58888,0xb6629d60,0xb65261d4,inf,0
